id,text
728,I’ll Be Missing You - Puff Daddy featuring Faith Evans and 112
729,What’s On Tonight - Montell Jordan
730,Macarena (BAYSIDE Boys Mix) - Los del Río
731,It’s Your Love - Tim McGraw and Faith Hill
732,Can’t Nobody Hold Me Down - Puff Daddy featuring Mase
733,Cruel Summer - Ace of Base
734,One Week - Barenaked Ladies
735,My All - Mariah Carey
736,The Boy Is Mine - Brandy and Monica
737,Father - LL Cool J
738,How Deep Is Your Love - Dru Hill featuring Redman
739,Time After Time - INOJ
740,Bitter Sweet Symphony - The Verve
741,My Way - Usher
742,Lookin’ At Me - Mase featuring Puff Daddy
743,Doo Wop (THAT Thing) - Lauryn Hill
744,I Want You Back - ‘N Sync
745,Dangerous - Busta Rhymes
746,Say It - Voices of Theory
747,All My Life - K-Ci & JoJo
748,Come With Me - Puff Daddy featuring Jimmy Page
749,My Heart Will Go On - Celine Dion
750,I Don’t Want To Miss A Thing - Aerosmith
751,Just The Two Of Us - Will Smith
752,Gettin’ Jiggy Wit It - Will Smith
753,Show Me Love - Robyn
754,Stop - Spice Girls
755,I Still Love You - Next
756,What You Want - Mase featuring Total
757,Still Not A Player - Big Pun featuring Joe
758,Daydreamin’ - Tatyana Ali
759,I Do - Lisa Loeb
760,"No, No, No - Destiny’s Child"
761,The First Night - Monica
762,Truly Madly Deeply - Savage Garden
763,Frozen - Madonna
764,Ghetto Supastar (THAT Is What You Are) - Pras Michel featuring Ol’ Dirty Bastard and Mýa
765,How Do I Live - LeAnn Rimes
766,I Can Do That - Montell Jordan
767,Touch It - Monifah
768,Tubthumping - Chumbawamba
769,Crush - Jennifer Paige
770,Feel So Good - Mase featuring Kelly Price
771,Never Ever - All Saints
772,Spice Up Your Life - Spice Girls
773,Too Close - Next
774,I’ll Be - Edwin McCain
775,Too Much - Spice Girls
776,Together Again - Janet
777,I Don’t Want To Wait - Paula Cole
778,Kiss The Rain - Billie Myers
779,Let’s Ride - Montell Jordan featuring Master P and Silkk the Shocker
780,The Power Of Good-Bye - Madonna
781,Victory - Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes
782,Ray Of Light - Madonna
783,Everybody (BACKSTREET’S Back) - Backstreet Boys
784,Gone Till November - Wyclef Jean
785,My Body - LSG
786,Something About The Way You Look Tonight / Candle In The Wind 1997 - Elton John
787,Westside - TQ
788,I Get Lonely - Janet Jackson featuring Blackstreet
789,Nobody’s Supposed To Be Here - Deborah Cox
790,Romeo And Juliet - Sylk-E. Fyne featuring Chill
791,Swing My Way - K. P. & Envyi
792,The One I Gave My Heart To - Aaliyah
793,Butta Love - Next
794,I Will Come To You - Hanson
795,"Money, Power & Respect - The LOX featuring DMX and Lil’ Kim"
796,Nobody Does It Better - Nate Dogg Featuring Warren G
797,I Don’t Ever Want To See You Again - Uncle Sam
798,My Little Secret - Xscape
799,A Song For Mama - Boyz II Men
800,Turn It Up (REMIX)/FIRE It Up - Busta Rhymes
801,Make It Hot - Nicole featuring Missy Elliott and Mocha
802,When The Lights Go Out - Five
803,All Cried Out - Allure featuring 112
804,Friend Of Mine - Kelly Price featuring R. Kelly and Ron Isley
805,Still A G Thang - Snoop Dogg
806,Body Bumpin’ (YIPPIE-YI-YO) - Public Announcement
807,Deja Vu (UPTOWN Baby) - Lord Tariq and Peter Gunz
808,The Mummers’ Dance - Loreena McKennitt
809,Nice And Slow - Usher
810,Sex And Candy - Marcy Playground
811,Looking Through Your Eyes - LeAnn Rimes
812,You’re Still The One - Shania Twain
813,Are You Jimmy Ray? - Jimmy Ray
814,Come And Get With Me - Keith Sweat Featuring Snoop Dogg
815,Thinkin’ Bout It - Gerald Levert
816,The Arms Of The One Who Loves You - Xscape
817,"Make ‘EM Say Uhh! - Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal"
818,I Got The Hook Up - Master P featuring Sons of Funk
819,Adia / Angel - Sarah McLachlan
820,Are U Still Down / They Don’t Know - Jon B.
821,It’s All About Me - Mýa and Sisqo
822,How’s It Going To Be - Third Eye Blind
823,We’re Not Making Love No More - Dru Hill
824,Have You Ever? - Brandy
825,Iris - Goo Goo Dolls
826,All Night Long - Faith Evans featuring Puff Daddy
827,All Star - Smash Mouth
828,Believe - Cher
829,Fortunate - Maxwell
830,I Want It That Way - Backstreet Boys
831,No Scrubs - TLC
832,You - Jesse Powell
833,…BABY One More Time - Britney Spears
834,If You - Silk
835,Kiss Me - Sixpence None the Richer
836,Scar Tissue - Red Hot Chili Peppers
837,Smooth - Santana featuring Rob Thomas
838,Mambo No. 5 - Lou Bega
839,Slide - Goo Goo Dolls
840,Genie In A Bottle - Christina Aguilera
841,Miami - Will Smith
842,Angel - Sarah McLachlan
843,Ex-Factor - Lauryn Hill
844,Livin’ La Vida Loca - Ricky Martin
845,Because Of You - 98 Degrees
846,Fly Away - Lenny Kravitz
847,Heartbreaker - Mariah Carey featuring Jay-Z
848,I Don’t Want To Miss A Thing - Mark Chesnutt
849,Hands - Jewel
850,Every Morning - Sugar Ray
851,Someday - Sugar Ray
852,She’s So High - Tal Bachman
853,What It’s Like - Everlast
854,"Bills, Bills, Bills - Destiny’s Child"
855,C’est La Vie - B*Witched
856,Last Kiss - Pearl Jam
857,Sometimes - Britney Spears
858,Back At One - Brian McKnight
859,Happily Ever After - Case
860,This Kiss - Faith Hill
861,(YOU Drive Me) Crazy - Britney Spears
862,Back That Azz Up - Juvenile featuring Mannie Fresh and Lil Wayne
863,If You Had My Love - Jennifer Lopez
864,Jumper - Third Eye Blind
865,My Love Is Your Love - Whitney Houston
866,Save Tonight - Eagle-Eye Cherry
867,So Anxious - Ginuwine
868,Love Like This - Faith Evans
869,Get Gone - Ideal
870,Who Dat - JT Money featuring Solé
871,Can I Get A… - Jay-Z featuring Amil and Ja Rule
872,From This Moment On - Shania Twain
873,Lost In You - Garth Brooks as Chris Gaines
874,Steal My Sunshine - Len
875,That Don’t Impress Me Much - Shania Twain
876,Angel Of Mine - Monica
877,I Do (CHERISH You) - 98 Degrees
878,Trippin’ - Total featuring Missy Elliott
879,Bailamos - Enrique Iglesias
880,Black Balloon - Goo Goo Dolls
881,Sweet Lady - Tyrese
882,Unpretty - TLC
883,Where My Girls At? - 702
884,Summer Girls - LFO
885,Anywhere - 112 featuring Lil Zane
886,Heartbreak Hotel - Whitney Houston featuring Faith Evans and Kelly Price
887,Lullaby - Shawn Mullins
888,Spend My Life With You - Eric Benét featuring Tamia
889,Tell Me It’s Real - K-Ci & JoJo
890,Faded Pictures - Case featuring Joe
891,We Can’t Be Friends - Deborah Cox & R.L.
892,Back 2 Good - Matchbox 20
893,These Are The Times - Dru Hill
894,I Still Believe - Mariah Carey
895,Lately - Divine
896,The Hardest Thing - 98 Degrees
897,808 - Blaque
898,Ghetto Cowboy - Mo Thugs
899,I Need To Know - Marc Anthony
900,My Favorite Mistake - Sheryl Crow
901,(GOD Must Have Spent) A Little More Time On You - ‘N Sync
902,Satisfy You - Puff Daddy featuring R. Kelly
903,All I Have To Give - Backstreet Boys
904,Wild Wild West - Will Smith featuring Dru Hill and Kool Moe Dee
905,I Will Remember You - Sarah McLachlan
906,Jamboree - Naughty by Nature featuring Zhané
907,Please Remember Me - Tim McGraw
908,"Take Me There - Blackstreet featuring Mýa, Mase and Blinky Blink"
909,Stay The Same - Joey McIntyre
910,Give It To You - Jordan Knight
911,She’s All I Ever Had - Ricky Martin
912,Music Of My Heart - ‘N Sync and Gloria Estefan
913,It’s Not Right But It’s Okay - Whitney Houston
914,No Pigeons - Sporty Thievz Featuring Mr. Woods
915,I’m Your Angel - R. Kelly and Celine Dion
916,Taking Everything - Gerald Levert
917,What’s It Gonna Be?! - Busta Rhymes featuring Janet
918,Almost Doesn’t Count - Brandy
919,It Ain’t My Fault 1 & 2 - Silkk the Shocker Featuring Mystikal
